houseid,personid,tdtrpnum,trpcnt,trpcnt_AM,TOD,trpcnt_PM,strttime,strhr,strt,startmin,endtime,trvlcmin,trpmiles,trippurp,trptrans,travday,homeown,hhsize,hhvehcnt,hhfaminc,drvrcnt,numadlt,wrkcount,msacat,hh_race,r_age,Age,educ,r_sex,worker,driver
40645023,1,2,1.00,0.00,2.00,1.00,1700,17,1730,00,1750,50,39.48,NHB,3,2,1,2,3,7,2,2,2,2,1,53,1,3,2,1,1
40645023,1,3,1.00,0.00,2.00,1.00,1800,18,1830,00,1812,12,0.40,HBSHOP,3,2,1,2,3,7,2,2,2,2,1,53,1,3,2,1,1
40645023,2,1,1.00,0.00,0.00,0.00,500,5,530,00,700,120,22.24,HBW,4,2,1,2,3,7,2,2,2,2,1,48,0,3,1,1,1
40645023,2,2,1.00,0.00,0.00,0.00,930,9,930,30,1030,60,7.77,NHB,4,2,1,2,3,7,2,2,2,2,1,48,0,3,1,1,1
40645023,2,3,1.00,0.00,0.00,0.00,1200,12,1230,00,1220,20,1.20,NHB,4,2,1,2,3,7,2,2,2,2,1,48,0,3,1,1,1
40645023,2,4,1.00,0.00,0.00,0.00,1300,13,1330,00,1330,30,3.07,NHB,4,2,1,2,3,7,2,2,2,2,1,48,0,3,1,1,1
40645023,2,5,1.00,0.00,0.00,0.00,1340,13,1330,40,1445,65,7.45,NHB,4,2,1,2,3,7,2,2,2,2,1,48,0,3,1,1,1
40645023,2,6,1.00,0.00,2.00,1.00,1630,16,1630,30,1830,120,22.66,HBW,4,2,1,2,3,7,2,2,2,2,1,48,0,3,1,1,1
40673221,1,1,1.00,1.00,1.00,0.00,850,8,830,50,920,30,9.19,HBSOCREC,3,5,2,2,2,8,2,2,2,2,1,41,0,4,2,1,1
40673221,1,2,1.00,0.00,0.00,0.00,1035,10,1030,35,1040,5,3.37,NHB,3,5,2,2,2,8,2,2,2,2,1,41,0,4,2,1,1
40673221,1,3,1.00,0.00,0.00,0.00,1055,10,1030,55,1125,30,6.22,HBSHOP,3,5,2,2,2,8,2,2,2,2,1,41,0,4,2,1,1
40673221,1,4,1.00,0.00,0.00,0.00,1407,14,1430,07,1432,25,9.16,HBW,3,5,2,2,2,8,2,2,2,2,1,41,0,4,2,1,1
40673221,1,5,1.00,0.00,0.00,0.00,2314,23,2330,14,2342,28,8.66,HBW,3,5,2,2,2,8,2,2,2,2,1,41,0,4,2,1,1
40673221,2,1,1.00,0.00,2.00,1.00,1732,17,1730,32,1745,13,9.19,HBSOCREC,3,5,2,2,2,8,2,2,2,2,1,44,0,4,1,1,1
40673221,2,2,1.00,0.00,0.00,0.00,1900,19,1930,00,1910,10,2.59,NHB,3,5,2,2,2,8,2,2,2,2,1,44,0,4,1,1,1
40673221,2,3,1.00,0.00,0.00,0.00,1935,19,1930,35,1955,20,7.35,HBSHOP,3,5,2,2,2,8,2,2,2,2,1,44,0,4,1,1,1
40679837,1,1,1.00,0.00,0.00,0.00,440,4,430,40,550,70,3.52,HBO,11,4,1,1,0,2,0,1,0,2,1,77,1,4,2,2,2
40679837,1,2,1.00,1.00,1.00,0.00,845,8,830,45,900,15,3.52,HBO,11,4,1,1,0,2,0,1,0,2,1,77,1,4,2,2,2
40679837,1,3,1.00,0.00,2.00,1.00,1600,16,1630,00,1645,45,3.00,HBO,1,4,1,1,0,2,0,1,0,2,1,77,1,4,2,2,2
40695354,2,1,1.00,1.00,1.00,0.00,745,7,730,45,826,41,13.21,HBW,3,6,1,3,2,7,2,3,2,2,1,52,1,4,2,1,1
40695354,2,2,1.00,0.00,2.00,1.00,1707,17,1730,07,1752,45,13.24,HBW,3,6,1,3,2,7,2,3,2,2,1,52,1,4,2,1,1
40710199,1,1,1.00,1.00,1.00,0.00,610,6,630,10,630,20,11.50,HBW,3,2,2,1,1,6,1,1,1,2,1,61,1,3,1,1,1
40710199,1,2,1.00,0.00,0.00,0.00,1230,12,1230,30,1300,30,11.61,HBW,3,2,2,1,1,6,1,1,1,2,1,61,1,3,1,1,1
40710199,1,3,1.00,0.00,0.00,0.00,1930,19,1930,30,1945,15,23.57,HBSHOP,3,2,2,1,1,6,1,1,1,2,1,61,1,3,1,1,1
40710199,1,4,1.00,0.00,0.00,0.00,1950,19,1930,50,2025,35,17.09,NHB,3,2,2,1,1,6,1,1,1,2,1,61,1,3,1,1,1
40724139,1,1,1.00,1.00,1.00,0.00,830,8,830,30,835,5,0.63,HBO,2,4,1,3,2,6,2,2,2,2,1,46,0,3,2,1,1
40724139,1,2,1.00,1.00,1.00,0.00,840,8,830,40,845,5,0.63,HBO,2,4,1,3,2,6,2,2,2,2,1,46,0,3,2,1,1
40724139,1,3,1.00,0.00,0.00,0.00,1150,11,1130,50,1200,10,0.46,HBO,2,4,1,3,2,6,2,2,2,2,1,46,0,3,2,1,1
40724139,1,4,1.00,0.00,0.00,0.00,1210,12,1230,10,1220,10,0.37,NHB,1,4,1,3,2,6,2,2,2,2,1,46,0,3,2,1,1
40724139,1,5,1.00,0.00,0.00,0.00,1330,13,1330,30,1345,15,0.68,HBSHOP,2,4,1,3,2,6,2,2,2,2,1,46,0,3,2,1,1
40724139,1,6,1.00,0.00,0.00,0.00,1355,13,1330,55,1400,5,0.63,HBO,2,4,1,3,2,6,2,2,2,2,1,46,0,3,2,1,1
40724139,1,7,1.00,0.00,0.00,0.00,1405,14,1430,05,1415,10,0.63,HBO,2,4,1,3,2,6,2,2,2,2,1,46,0,3,2,1,1
40724139,1,8,1.00,0.00,0.00,0.00,1900,19,1930,00,1910,10,2.31,HBSOCREC,4,4,1,3,2,6,2,2,2,2,1,46,0,3,2,1,1
40724139,1,9,1.00,0.00,0.00,0.00,2130,21,2130,30,2140,10,2.14,HBSOCREC,4,4,1,3,2,6,2,2,2,2,1,46,0,3,2,1,1
40724139,2,1,1.00,1.00,1.00,0.00,800,8,830,00,840,40,14.98,HBW,4,4,1,3,2,6,2,2,2,2,1,53,1,5,1,1,1
40724139,2,2,1.00,0.00,0.00,0.00,1405,14,1430,05,1440,35,17.64,HBW,4,4,1,3,2,6,2,2,2,2,1,53,1,5,1,1,1
40724139,2,3,1.00,0.00,0.00,0.00,1545,15,1530,45,1610,25,7.04,HBO,4,4,1,3,2,6,2,2,2,2,1,53,1,5,1,1,1
40724139,2,4,1.00,0.00,2.00,1.00,1650,16,1630,50,1700,10,2.58,NHB,4,4,1,3,2,6,2,2,2,2,1,53,1,5,1,1,1
40724139,2,5,1.00,0.00,2.00,1.00,1730,17,1730,30,1745,15,4.55,HBSHOP,4,4,1,3,2,6,2,2,2,2,1,53,1,5,1,1,1
40727075,1,1,1.00,0.00,0.00,0.00,1058,10,1030,58,1128,30,4.59,HBO,6,4,1,2,5,4,2,2,1,2,1,67,1,4,2,1,1
40727075,1,2,1.00,0.00,0.00,0.00,1148,11,1130,48,1158,10,0.74,NHB,6,4,1,2,5,4,2,2,1,2,1,67,1,4,2,1,1
40727075,1,3,1.00,0.00,0.00,0.00,1235,12,1230,35,1300,25,4.76,HBSHOP,6,4,1,2,5,4,2,2,1,2,1,67,1,4,2,1,1
40727075,2,1,1.00,0.00,0.00,0.00,930,9,930,30,1000,30,8.97,HBSHOP,6,4,1,2,5,4,2,2,1,2,1,65,1,3,1,2,1
40727075,2,2,1.00,0.00,0.00,0.00,1020,10,1030,20,1040,20,8.94,NHB,6,4,1,2,5,4,2,2,1,2,1,65,1,3,1,2,1
40727075,2,3,1.00,0.00,0.00,0.00,1045,10,1030,45,1050,5,2.96,NHB,6,4,1,2,5,4,2,2,1,2,1,65,1,3,1,2,1
40727075,2,4,1.00,0.00,0.00,0.00,1058,10,1030,58,1103,5,0.90,NHB,6,4,1,2,5,4,2,2,1,2,1,65,1,3,1,2,1
40727075,2,5,1.00,0.00,0.00,0.00,1105,11,1130,05,1128,23,4.59,NHB,6,4,1,2,5,4,2,2,1,2,1,65,1,3,1,2,1
40727075,2,6,1.00,0.00,0.00,0.00,1148,11,1130,48,1158,10,0.74,NHB,6,4,1,2,5,4,2,2,1,2,1,65,1,3,1,2,1
40727075,2,7,1.00,0.00,0.00,0.00,1235,12,1230,35,1300,25,4.76,HBSHOP,6,4,1,2,5,4,2,2,1,2,1,65,1,3,1,2,1
40776015,1,1,1.00,1.00,1.00,0.00,800,8,830,00,810,10,2.01,HBO,3,2,2,1,1,3,1,1,0,2,2,78,1,2,2,2,1
40776015,1,2,1.00,0.00,0.00,0.00,1100,11,1130,00,1130,30,7.44,NHB,3,2,2,1,1,3,1,1,0,2,2,78,1,2,2,2,1
40776015,1,3,1.00,0.00,0.00,0.00,1415,14,1430,15,1445,30,8.34,HBSOCREC,3,2,2,1,1,3,1,1,0,2,2,78,1,2,2,2,1
40789881,1,1,1.00,1.00,1.00,0.00,600,6,630,00,605,5,1.30,HBSOCREC,3,3,1,4,4,11,2,2,2,2,1,39,0,5,1,1,1
40789881,1,2,1.00,1.00,1.00,0.00,705,7,730,05,710,5,1.18,HBSOCREC,3,3,1,4,4,11,2,2,2,2,1,39,0,5,1,1,1
40789881,1,3,1.00,1.00,1.00,0.00,750,7,730,50,810,20,11.21,HBW,3,3,1,4,4,11,2,2,2,2,1,39,0,5,1,1,1
40789881,1,4,1.00,0.00,0.00,0.00,1300,13,1330,00,1350,50,22.22,NHB,3,3,1,4,4,11,2,2,2,2,1,39,0,5,1,1,1
40789881,1,5,1.00,0.00,2.00,1.00,1710,17,1730,10,1805,55,32.82,HBW,3,3,1,4,4,11,2,2,2,2,1,39,0,5,1,1,1
40789881,2,1,1.00,1.00,1.00,0.00,800,8,830,00,810,10,2.07,HBO,4,3,1,4,4,11,2,2,2,2,1,41,0,4,2,1,1
40789881,2,2,1.00,1.00,1.00,0.00,815,8,830,15,845,30,12.71,NHB,4,3,1,4,4,11,2,2,2,2,1,41,0,4,2,1,1
40789881,2,3,1.00,0.00,2.00,1.00,1705,17,1730,05,1745,40,13.69,NHB,4,3,1,4,4,11,2,2,2,2,1,41,0,4,2,1,1
40789881,2,4,1.00,0.00,2.00,1.00,1750,17,1730,50,1755,5,2.07,HBO,4,3,1,4,4,11,2,2,2,2,1,41,0,4,2,1,1
